Year,Make,Model,Used/New,Price,ConsumerRating,ConsumerReviews,SellerType,SellerName,SellerRating,SellerReviews,StreetName,State,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,ExteriorColor,InteriorColor,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock#,Mileage
2015,BMW,X5 xDrive50i,Used,"$35,900 ",4.7,97,Dealer,Exotic Motors,4.4,578,1600 Hicks Rd Rolling Meadows,IL,60008,Good,4.8,4.8,4.9,4.3,4.8,4.5,Carbon Black Metallic,Black,All-wheel Drive,15,22,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,5UXKR6C51F0J75602,J75602,30203
2020,Mercedes-Benz,GLC 300 Base 4MATIC,Used,"$44,977 ",4.8,35,Dealer,Mercedes-Benz of Westmont,4.6,802,200 E Ogden Ave Westmont,IL,60559,Good,4.9,4.9,4.7,4.7,4.9,4.7,Graphite Gray Metallic,–,All-wheel Drive,21,28,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1N0G8EB5LF785906,LF785906,10870
2019,Jeep,Grand Cherokee Limited,Used,"$32,857 ",4.8,224,Dealer,Russ Darrow Toyota,4.7,1041,2700 W Washington St West Bend,WI,53095,Good,4.9,4.9,4.8,4.6,4.9,4.8,Diamond Black,Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG8KC781837,TPDS5221A,60139
2005,Honda,CR-V EX,Used,"$9,422 ",4.4,66,Dealer,AutoNation Hyundai O'Hare,4.8,986,1509 S River Rd Des Plaines,IL,60018,Good,4.2,4.3,4.1,4.5,4.3,4.7,Nighthawk Black Pearl,–,Four-wheel Drive,22,27,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,JHLRD78865C034712,5C034712,128398
2014,Audi,S4 3.0T Premium Plus,Used,"$29,455 ",4.7,26,Dealer,M & I Motors,4.5,395,2772 Skokie Valley Rd Highland Park,IL,60035,Fair,4.7,4.9,4.7,4.4,4.7,4.5,Brilliant Black,Black,All-wheel Drive,18,28,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Supercharged,WAUBGAFL2EA066429,24119,54659
2020,RAM,1500 Laramie,RAM Certified,"$45,574 ",4.8,201,Dealer,Van Horn Chrysler Dodge Jeep Ram Fiat of Plymouth,5,13,3000 Eastern Ave. Plymouth,WI,53073,Good,4.9,4.9,4.8,4.6,4.8,4.7,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT2LN174919,B220492CP,39583
2018,Lincoln,MKX Select,Used,"$29,939 ",4.7,70,Dealer,EchoPark Automotive Nashville,4.9,224,2121 Rosa L Parks Blvd Nashville,TN,37228,Fair,4.8,4.8,4.7,4.5,4.8,4.7,Black Velvet,Ebony,Front-wheel Drive,17,25,Gasoline,6-Speed Automatic,3.7L V6 24V MPFI DOHC,2LMPJ6KR2JBL49669,PJBL49669,39118
2018,Kia,Optima S,Used,"$14,999 ",4.9,326,Dealer,Right Place Auto Sales,4.6,8,4599 Allisonville Rd Indianapolis,IN,46226,Great,4.9,4.8,4.8,4.8,4.9,4.9,White,Black,Front-wheel Drive,23,32,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,5XXGT4L37JG236549,61399856,71258
2019,Cadillac,XT5 Luxury,Cadillac Certified,"$38,494 ",4.6,94,Dealer,Lockhart Cadillac Inc. - North,4,124,9265 E 126th St Fishers,IN,46038,Good,4.8,4.7,4.6,4.4,4.7,4.5,Stellar Black Metallic,Jet Black,All-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNDRS3KZ180282,22K514,31257
2021,Chevrolet,Tahoe Z71,Used,"$75,491 ",4.5,37,Dealer,Newnan Peachtree Chrysler Dodge Jeep RAM,4.5,663,53 Hollz Pkwy Newnan,GA,30265,Good,4.6,4.7,4.4,4.3,4.7,4.3,Shadow Gray Metallic,Black,Four-wheel Drive,16,20,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKPKD9MR346889,S157062A,17458
2020,Mercedes-Benz,GLB 250 Base 4MATIC,Used,"$41,500 ",4.1,32,Dealer,Mercedes-Benz of Ann Arbor,4.7,465,570 Automall Drive Ann Arbor,MI,48103,Good,4.6,4.7,4.1,4,4.5,3.3,Denim Blue Metallic,Macchiato Beige,All-wheel Drive,23,31,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,W1N4M4HB7LW024454,MP1953,18995
2019,Land,Rover Range Rover Velar P250 SE R-Dynamic,Used,"$55,900 ",3.5,15,Dealer,Jaguar Land Rover Buckhead,4.5,174,3040 Piedmont Rd NE Atlanta,GA,30305,Good,3.7,4.2,3.3,3,4.5,2.9,Corris Grey,Ebony / Ebony,Four-wheel Drive,21,27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,SALYL2EX4KA205645,B9048S,31002
2019,BMW,X5 xDrive40i,Used,"$55,995 ",4.7,55,Dealer,United BMW,4.5,803,1501 Alpharetta Hwy Alpharetta,GA,30076,Good,5,4.9,4.9,4.4,4.7,4.6,Mineral White Metallic,Amarone,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C50KLL27947,R41407A,19263
2021,Jeep,Grand Cherokee Limited,Used,"$49,995 ",4.7,58,Dealer,Charlie's Dodge-Chrysler-Jeep,4.7,201,725 Illinois Ave Maumee,OH,43537,Good,4.7,4.7,4.7,4.5,4.7,4.7,Diamond Black,Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C4RJFBT4MC589590,22T419A,17434
2019,Jeep,Grand Cherokee Limited,Used,"$37,995 ",4.8,224,Dealer,Charlie's Dodge-Chrysler-Jeep,4.7,201,725 Illinois Ave Maumee,OH,43537,Good,4.9,4.9,4.8,4.6,4.9,4.8,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG1KC729787,22GC253A,33547
2019,BMW,X5 xDrive40i,Used,"$51,794 ",4.7,55,Dealer,Rick Case Kia at Gwinnett Place,4.5,748,3190 Satellite Pointe NW Duluth,GA,30096,Good,5,4.9,4.9,4.4,4.7,4.6,Alpine White,Amarone,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C52KLL53014,KNG295121A,21845
2021,Kia,Telluride SX,Used,"$54,997 ",4.9,91,Dealer,Herrnstein Chrysler Dodge Jeep Ram Kia,4.5,134,133 Marietta Rd Chillicothe,OH,45601,Good,5,4.9,4.9,4.8,5,4.9,Everlasting Silver,Black,Front-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP54HC2MG167322,2JG267A,11042
2021,Dodge,Challenger R/T,Used,"$40,552 ",4.9,24,Dealer,Athens Ford,4.8,1707,4260 Atlanta Hwy Athens,GA,30606,Great,4.9,4.8,4.9,4.8,5,4.8,Smoke Show,Black,Rear-wheel Drive,15,23,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,2C3CDZBT5MH572510,P10504A,10428
2020,Toyota,Camry SE,Used,"$29,138 ",4.8,142,Dealer,Metro Lexus,4.9,2079,13600 Brookpark Rd Cleveland,OH,44135,Good,4.7,4.7,4.7,4.7,4.8,4.8,Midnight Black Metallic,–,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1M11AK4LU949838,24280PA,34631
2018,Lexus,RX 350,Used,"$39,299 ",4.8,90,Dealer,EchoPark Automotive Greenville,4.6,39,2930 Laurens Rd Greenville,SC,29607,Good,4.8,4.9,4.8,4.6,4.8,4.8,Eminent White Pearl,Parchment,Front-wheel Drive,20,27,Gasoline,8-Speed Automatic,3.5L V6 24V GDI DOHC,2T2ZZMCA5JC101174,PJC101174,37407
2019,GMC,Acadia Denali,Used,"$35,998 ",4.8,131,Dealer,CarMax Jacksonville West - Now offering Curbside Pickup and Home Delivery,1,2,7438 Blanding Blvd Jacksonville,FL,32244,Good,4.8,4.7,4.8,4.7,4.8,4.9,Black,Blue,Front-wheel Drive,18,25,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,1GKKNPLS3KZ178553,22344185,41356
2019,Lexus,RX 350 Base,Used,"$40,390 ",4.8,102,Dealer,Lexus of Tampa Bay,4.7,1929,5804 N Dale Mabry Highway Tampa,FL,33614,Great,4.8,4.8,4.8,4.6,4.9,4.8,Nebula Gray Pearl,–,Front-wheel Drive,20,28,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2ZZMCA9KC126869,KC126869,31120
2017,Mercedes-Benz,GLE 350 Base,Used,"$32,995 ",4.8,86,Dealer,Jaguar Land Rover Jacksonville,4.6,288,11217 Atlantic Blvd Jacksonville,FL,32225,Fair,4.9,4.8,4.8,4.7,4.8,4.9,Black,–,Rear-wheel Drive,18,23,Gasoline,Automatic,Premium Unleaded V-6 3.5 L/213,4JGDA5JB4HA842708,PR5461A,82077
2020,Mazda,CX-5 Grand Touring,Used,"$31,888 ",4.9,140,Dealer,Bill Bryan Subaru,4.8,1031,8730 US-441 Leesburg,FL,34788,Good,4.9,4.9,4.8,4.8,4.9,4.9,Machine Gray Metallic,Black,Front-wheel Drive,25,31,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFADM3L0847942,S22296A,19985
2021,Tesla,Model Y Long Range,Used,"$70,500 ",4,15,Dealer,Kia of Clermont,2,4,17550 Florida 50 Clermont,FL,34711,Great,4.1,4.2,4.3,3.7,4.2,3.8,Red Multi,Black,All-wheel Drive,131,117,Electric,1-Speed Automatic,Electric,5YJYGDEE9MF234364,G125606A,13606
2020,Lexus,RX 350 Base,Used,"$45,897 ",4.8,76,Dealer,Scanlon Lexus,4.8,764,14200 S Tamiami Trail Fort Myers,FL,33912,Good,4.9,4.8,4.8,4.7,4.8,4.9,Obsidian Black,Birch,Front-wheel Drive,20,27,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2HZMAA5LC167046,LP22286,31680
2020,INFINITI,QX60 Pure,INFINITI Certified,"$34,992 ",4.8,39,Dealer,Naples INFINITI,4.9,731,5880 Naples Blvd Naples,FL,34109,Great,4.9,4.7,4.7,4.6,4.8,4.9,Majestic White,Wheat,Front-wheel Drive,20,27,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,5N1DL0MN3LC536518,P536518,24642
2020,Volvo,XC90 T6 Momentum 7 Passenger,Volvo Certified,"$48,998 ",4.7,35,Dealer,Don Beyer Volvo Cars - Dulles,4.8,298,21830 Pacific Blvd Sterling,VA,20166,Good,4.9,4.8,4.6,4.5,4.9,4.7,Ice White,Blond,All-wheel Drive,18,26,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PK9L1533414,15606K,12517
2021,Volkswagen,Tiguan 2.0T SEL Premium R-Line,Used,"$40,401 ",4.7,15,Dealer,Stohlman Volkswagen Subaru,4.8,1444,8433 Leesburg Pike Vienna,VA,22182,Good,4.7,4.6,4.7,4.6,4.9,4.8,Platinum Gray Metallic,Black,All-wheel Drive,21,27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VV4B7AX3MM148762,V20255A,10066
2014,Land,Rover Range Rover 5.0L Supercharged Autobiography,Used,"$55,995 ",4.7,22,Dealer,Imperial Highline,4.4,13,8201 Leesburg PIke Vienna,VA,22182,Fair,4.9,4.9,4.8,4.5,4.8,4.4,Santorini Black Metallic,Tan / Ebony,Four-wheel Drive,14,19,Gasoline,8-Speed Automatic,5.0L V8 32V GDI DOHC Supercharged,SALGV3TF2EA184711,84711,58783
2015,Land,Rover Range Rover 3.0L Supercharged HSE,Used,"$45,995 ",4.6,22,Dealer,Imperial Highline,4.4,13,8201 Leesburg PIke Vienna,VA,22182,Good,4.8,4.6,4.5,4.3,4.9,4.5,Santorini Black,Ivory / Ebony,Four-wheel Drive,17,23,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,SALGS2VF3FA208743,8743,55108
2021,Lexus,RX 350 F SPORT Appearance,Used,"$53,188 ",4.8,56,Dealer,Ourisman Lexus,3.7,11,15501 FREDERICK ROAD Rockville,MD,20855,Good,4.8,4.8,4.8,4.6,4.7,4.8,Nightfall Mica,–,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2SZMDA4MC274138,TC274138,19775
2019,Volvo,XC60 T6 Inscription,Volvo Certified,"$42,380 ",4.9,82,Dealer,DARCARS Volvo Cars,4.7,342,15401 N Frederick Rd Rockville,MD,20855,Good,5,4.9,4.9,4.8,4.9,4.9,Onyx Black,–,All-wheel Drive,19,27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,LYVA22RL0KB263134,2K6547A,37177
2015,Ford,Escape Titanium,Used,"$21,000 ",4.6,293,Dealer,Koons of Falls Church Ford,4.3,907,1051 E Broad St Falls Church,VA,22046,Fair,4.6,4.5,4.6,4.5,4.7,4.6,Tuxedo Black,Charcoal Black,Front-wheel Drive,23,32,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1FMCU0J9XFUB88876,FA16680A,39046
2017,Chevrolet,Silverado 1500 2LT,Used,"$27,400 ",4.7,312,Dealer,Strosnider Chevrolet,4.8,241,5200 Oaklawn Blvd Hopewell,VA,23860,Great,4.8,4.7,4.7,4.5,4.9,4.7,Black,"Jet Black, Cloth seat trim",Four-wheel Drive,15,22,Gasoline,6-SPEED A/T,8 Cylinder Engine,1GCVKREC6HZ163427,22642P,108424
2020,Porsche,Macan Base,Used,"$53,533 ",4.5,23,Dealer,Porsche Arlington,4.6,796,3100 Richmond Hwy Arlington,VA,22202,Great,4.4,4.5,4.5,4.3,4.6,4.5,White,Black,All-wheel Drive,19,23,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WP1AA2A51LLB13268,B13268PA,16772
2020,Lexus,RX 350 Base,Used,"$47,000 ",4.8,76,Dealer,DARCARS Lexus Of Silver Spring,4.8,1706,2505 Prosperity Terrace Silver Spring,MD,20904,Great,4.9,4.8,4.8,4.7,4.8,4.9,Obsidian Black,–,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2HZMDA8LC242768,2D7779A,15985
2019,Audi,Q8 3.0T Premium,Used,"$61,414 ",4.8,27,Dealer,Audi North Miami,4.7,163,1995 NE 142nd St North Miami,FL,33181,Good,4.9,4.8,4.8,4.6,5,4.9,Navarra Blue Metallic,Black,All-wheel Drive,17,22,Hybrid,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo Hybrid,WA1EVAF1XKD013650,KD013650,30213
2019,BMW,330 i,Used,"$32,800 ",4.9,30,Dealer,Brickell Mazda,4.7,1116,618 SW 8th St Miami,FL,33130,Good,4.9,4.9,5,4.6,4.9,4.9,Bronze Metallic,Beige,Rear-wheel Drive,26,36,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA5R1C51KAK08035,D621907B,49374
2016,Nissan,Rogue SV,Used,"$17,949 ",4.5,317,Dealer,CarShop Glen Mills,4.9,95,1021 Baltimore Pike Glen Mills,PA,19342,Good,4.6,4.5,4.4,4.4,4.6,4.6,Midnight Jade,Charcoal,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,5N1AT2MV0GC891456,F07937MB,86828
2016,Nissan,Rogue SV,Used,"$13,499 ",4.5,317,Dealer,Prestige Imports Auto Sales,3.7,54,654 W Bridge St Morrisville,PA,19067,NA,4.6,4.5,4.4,4.4,4.6,4.6,Magnetic Black,Charcoal,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,KNMAT2MV5GP643281,643281,66896
2018,Jeep,Grand Cherokee Limited,Used,"$36,999 ",4.8,395,Dealer,Main Motorcar Chrysler Dodge Jeep RAM,4.1,22,224-228 W Main St Johnstown,NY,12095,Fair,4.9,4.8,4.8,4.6,4.9,4.7,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG1JC426779,U426779,37687
2018,Lexus,GS 350 F Sport,Used,"$41,999 ",4.9,19,Dealer,Healey Chrysler  Dodge Jeep & RAM,4.6,283,557 Route 52 Beacon,NY,12508,Good,5,5,4.9,4.7,4.9,4.9,Ultra White,Red,All-wheel Drive,19,27,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,JTHCZ1BLXJA010464,CHUK2442,36949
2021,Tesla,Model 3 Long Range,Used,"$58,000 ",3,1,Private,Will,4.6,283,New York,NY,10011,Great,3,4,5,2,4,1,Red,White,All-wheel Drive,15,30,Electric Fuel System,A/T,Electric Motor Electric Fuel System,5YJ3E1EB6MF020047,–,7900
2019,Nissan,Murano SL,Nissan Certified,"$30,999 ",4.9,96,Dealer,Lia Nissan of Saratoga,4.7,387,2906 U.S. 9 Malta,NY,12020,Good,5,4.9,4.8,4.8,4.9,4.8,Mocha Almond Pearl,Graphite,All-wheel Drive,20,28,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,5N1AZ2MS9KN121922,P5570,44124
2019,Honda,CR-V EX-L,Used,"$29,718 ",4.8,540,Dealer,DELLA Mitsubishi,4.6,85,7 Della Dr Plattsburgh,NY,12901,Good,4.8,4.8,4.7,4.7,4.8,4.8,Lunar Silver Metallic,Black,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H85KH626080,225409A,34724
2019,Subaru,Outback 2.5i Limited,Used,"$29,498 ",4.7,262,Dealer,South Shore Hyundai,4.6,1195,360 W Sunrise Hwy Valley Stream,NY,11581,Great,4.8,4.7,4.7,4.7,4.7,4.7,Cinnamon Brown Pearl,Ivory,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,4S4BSANC1K3342873,U10192O,15519
2018,Volvo,XC60 T5 Momentum,Used,"$35,419 ",4.8,117,Dealer,Volvo Cars Pioneer Valley,4.9,210,48 Damon Road Northampton,MA,1060,Fair,4.9,4.9,4.8,4.6,4.9,4.8,Gray,Maroon Brown,All-wheel Drive,22,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,LYV102RK2JB101761,A456,42069
2019,Lexus,GX 460 Base,Used,"$46,286 ",4.7,24,Dealer,Balise Toyota,4.3,238,1399 Riverdale St West Springfield,MA,1089,Good,4.8,4.6,4.6,4.5,4.6,4.8,Starfire Pearl,Sepia,Four-wheel Drive,15,18,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJBM7FX7K5236478,A161130,15494
2019,BMW,330 i xDrive,Used,"$37,522 ",4.9,30,Dealer,Key Hyundai of Manchester,4.8,2065,21 Hartford Tpke Vernon,CT,6066,Fair,4.9,4.9,5,4.6,4.9,4.9,Black Sapphire Metallic,Cognac,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA5R7C57KAJ80549,KV5134,50001
2019,Audi,RS 5 2.9T,Used,"$79,997 ",4.8,11,Dealer,Team Nissan,4.7,907,70 Keller St Manchester,NH,3103,Fair,4.6,4.7,4.8,4.5,5,4.9,Daytona Gray Pearl Effect,Black / Gray,All-wheel Drive,17,26,Gasoline,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,WUABWCF5XKA900805,PA10034,14331
2020,BMW,X3 xDrive30i,BMW Certified,"$45,553 ",4.9,51,Dealer,Tulley Automotive Group,4.7,831,147 Daniel Webster Hwy Nashua,NH,3060,Fair,5,4.9,4.9,4.7,4.9,4.9,Alpine White,Cognac,All-wheel Drive,24,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTY5C04L9B80700,B221542B,39097
2019,BMW,540 i xDrive,Used,"$49,700 ",4.9,17,Dealer,Boch Honda,4.5,2420,279 Boston Providence Hwy Norwood,MA,2062,Great,4.9,4.9,5,4.6,5,4.8,Alpine White,Ivory White,All-wheel Drive,21,29,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBAJE7C53KWW16875,PH94961,10609
2019,Honda,CR-V EX-L,Honda Certified,"$32,600 ",4.8,540,Dealer,McGovern Honda of Boston,4.8,1123,100 Broadway Everett,MA,2149,Good,4.8,4.8,4.7,4.7,4.8,4.8,Modern Steel Metallic,Gray,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H87KH668296,MH11522A,36328
2019,Mazda,CX-5 Grand Touring,Used,"$31,999 ",4.8,230,Dealer,North Shore Mazda,4.8,1497,84 Newbury St Danvers,MA,1923,Good,4.8,4.8,4.8,4.8,4.9,4.8,Deep Crystal Blue Mica,Parchment,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBDM7K0651247,SCX53612A,15041
2017,Lexus,NX 200t F Sport,Used,"$31,990 ",4.8,116,Dealer,Jaguar Land Rover Woodland Hills,4.3,500,22006 West Erwin Street Woodland Hills,CA,91367,Good,4.8,4.7,4.7,4.6,4.8,4.9,Nebula Gray Pearl,–,Front-wheel Drive,22,28,Gasoline,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,JTJYARBZ3H2069360,H2069360,48496
2018,Lexus,RX 450h 450H,Used,"$39,235 ",4.8,18,Dealer,Lexus Santa Monica,4.7,112,1501 Santa Monica Blvd Santa Monica,CA,90404,Fair,4.8,4.8,4.9,4.6,4.9,4.8,Nebula Gray Pearl,Black,All-wheel Drive,31,28,Hybrid,Automatic CVT,3.5L V6 24V MPFI DOHC Hybrid,2T2BGMCA7JC026663,L026663,86263
2012,Lexus,ES 350 Base,Used,"$21,999 ",4.8,45,Dealer,AutoNation Ford Torrance,4.5,954,3111 Pacific Coast Hwy Torrance,CA,90505,Good,4.9,4.7,4.7,4.8,4.6,4.9,Nebula Gray Pearl,–,Front-wheel Drive,19,28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,JTHBK1EG1C2497159,C2497159,35701
2020,Honda,CR-V EX-L,Used,"$34,988 ",4.8,269,Dealer,Metro Nissan of Montclair,4.8,1110,9440 Autoplex St Montclair,CA,91763,Good,4.9,4.8,4.8,4.8,4.9,4.9,Black,–,Front-wheel Drive,28,34,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW1H84LE005217,30497B,23563
2019,Subaru,Outback 3.6R Limited,Used,"$30,975 ",4.7,262,Dealer,MINI of Las Vegas,4.6,509,5750 W Sahara Ave Las Vegas,NV,89146,Good,4.8,4.7,4.7,4.7,4.7,4.7,Tungsten Metallic,Ivory,All-wheel Drive,20,27,Gasoline,Automatic CVT,3.6L H6 24V MPFI DOHC,4S4BSENC3K3354997,K3354997,52570
2021,Tesla,Model Y Long Range,Used,"$73,995 ",4,15,Dealer,Marin Acura,4.9,1121,5860 Paradise Dr Corte Madera,CA,94925,Good,4.1,4.2,4.3,3.7,4.2,3.8,Black,Black,All-wheel Drive,131,117,Electric,1-Speed Automatic,Electric,5YJYGAEE5MF274875,21489,16803
2019,Tesla,Model 3 Long Range,Used,"$57,980 ",4.9,33,Dealer,Lithia Chrysler Jeep of Reno,4.8,1223,1050 East Plumb Ln Reno,NV,89509,Good,4.9,4.9,5,4.8,4.9,5,White,–,All-wheel Drive,120,112,Electric,1-Speed Automatic,Electric,5YJ3E1EB0KF510769,KF510769,31728
2020,Ford,Fusion Titanium,Used,"$23,500 ",4.8,70,Dealer,Manly Hyundai,4.8,1367,2755 Corby Ave Santa Rosa,CA,95407,Good,4.8,4.8,4.7,4.7,4.9,4.8,Agate Black Metallic,Ebony,All-wheel Drive,20,29,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3FA6P0D98LR137535,R32994,62139
2019,BMW,330 i,BMW Certified,"$39,605 ",4.9,30,Dealer,Arrowhead BMW,2.9,76,19250 N. Loop 101 Glendale,AZ,85308,Fair,4.9,4.9,5,4.6,4.9,4.9,Portimao Blue Metallic,Black,Rear-wheel Drive,26,36,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA5R1C58KFH09185,P12970,31891
2020,BMW,X5 xDrive40i,BMW Certified,"$61,672 ",4.7,53,Dealer,Chapman BMW on Camelback,4.8,1405,830 E Camelback Rd Phoenix,AZ,85014,Good,4.8,4.8,4.8,4.4,4.7,4.7,Jet Black,Black,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C05L9C69078,X220910A,13560
2017,Toyota,Tundra 1794,Used,"$45,212 ",4.7,166,Dealer,AutoNation Nissan Tempe,4.4,720,7755 S Autoplex Loop Tempe,AZ,85284,Good,4.8,4.5,4.8,4.7,4.8,4.9,Super White,–,Four-wheel Drive,13,17,E85 Flex Fuel,6-Speed Automatic,5.7L V8 32V MPFI DOHC Flexible Fuel,5TFAW5F14HX608641,HX608641,37575
2021,Tesla,Model Y Long Range,Used,"$74,000 ",4,15,Dealer,Certified Benz & Beemer,4.9,11513,6725 E McDowell Rd Scottsdale,AZ,85257,Good,4.1,4.2,4.3,3.7,4.2,3.8,Black,White / Black,All-wheel Drive,131,117,Electric,1-Speed Automatic,Electric,5YJYGAEE6MF202423,19654A,17214
2021,BMW,X5 xDrive40i,Used,"$60,227 ",4.8,26,Dealer,Mark Kia ,4.4,1759,3333 N 89th St Scottsdale,AZ,85251,Good,4.9,5,4.9,4.6,4.9,4.9,Black Sapphire Metallic,Black,All-wheel Drive,21,25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C07M9F08518,KT1642,18375
2019,Hyundai,Santa Fe XL Limited Ultimate,Used,"$36,250 ",4.8,55,Dealer,Bill Luke Santan,4.8,715,3404 S. Speedway Drive Gilbert,AZ,85297,Good,4.8,4.9,4.8,4.9,4.9,4.9,Becketts Black,Black,Front-wheel Drive,18,23,Gasoline,6-Speed Automatic,3.3L V6 24V GDI DOHC,KM8SR4HF6KU310210,SC25692,19852
2021,Nissan,Titan PRO-4X,Used,"$34,950 ",4.6,13,Dealer,AMD Auto,3.4,10,6322 WURZBACH RD San Antonio,TX,78240,Great,4.8,4.8,4.5,4.3,4.6,4.6,Baja Storm,Gray,Four-wheel Drive,15,20,Gasoline,9-Speed Automatic,5.6L V8 32V GDI DOHC,1N6AA1ED4MN516399,12763,13917
2015,Lexus,RX 350 Base,Used,"$23,999 ",4.7,182,Dealer,Sewell INFINITI of Fort Worth,4.5,70,5135 Bryant Irvin Rd Fort Worth,TX,76132,Good,4.8,4.7,4.7,4.6,4.7,4.9,Black,Gray,Front-wheel Drive,18,25,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2T2ZK1BAXFC160412,5144250A,81912
2021,BMW,X7 xDrive40i,Used,"$78,000 ",5,10,Dealer,Five Star Ford,4.9,7919,6618 NE Loop 820 North Richland Hills,TX,76180,Good,5,5,4.9,4.9,5,5,Black Sapphire Metallic,Black,All-wheel Drive,19,24,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCW2C07M9F36501,NLB23739A,17307
